Year,Rank,Country,Dance_Type,Category_Standardized,Division,Studio_Name_Clean,Team_Name_Clean
2022,6,USA,Pom,Senior Large Pom,Senior,5678! Dance Studio,5678! Senior All Stars
2023,6,USA,Pom,Senior Large Pom,Senior,Star Performance Centre,Senior Large Pom
2025,6,USA,Pom,Senior Large Pom,Senior,Champion Legacy,Senior All Star Large Pom
2022,7,USA,Pom,Senior Large Pom,Senior,Dance Dynamics,Dance Dynamics
2023,7,USA,Pom,Senior Large Pom,Senior,Dolce All-Star,Dolce Dance Studio
2025,7,USA,Pom,Senior Large Pom,Senior,Energizers,Senior Pom Large
2022,8,USA,Pom,Senior Large Pom,Senior,Starz Dance Academy,Elite All Starz
2023,8,USA,Pom,Senior Large Pom,Senior,Adrenaline Studio,Spark
2025,8,USA,Pom,Senior Large Pom,Senior,Star Performance Centre,Senior Large Pom
2025,9,USA,Pom,Senior Large Pom,Senior,No Limits Dance,No Limits Dance - Twilight Zone
2025,10,USA,Pom,Senior Large Pom,Senior,Dance Mania Nashville,Dmn - Senior Large Pom
2025,11,USA,Pom,Senior Large Pom,Senior,Dance Athletics,Tko
2022,1,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Pittsburgh Poison All Stars,Dart Frogs
2023,1,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Ultimate Allstars,Coed Elite
2024,1,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Ultimate Allstars,Coed Elite
2025,1,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Star Performance Centre,Senior Small Coed Hip Hop
2022,2,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Footnotes Fusion,High Definition
2023,2,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Footnotes Fusion,High Definition
2024,2,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Star Performance Centre,Senior Small Coed Hip Hop
2025,2,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Adrenaline Studio,Havoc
2022,3,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Strut Performing Arts,Strut Performing Arts
2023,3,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Imperial Athletics,Monarch
2024,3,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Adrenaline Studio,Havoc
2025,3,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Pittsburgh Poison All Stars,Dart Frogs
2022,4,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Ultimate Allstars,Coed Elite
2023,4,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Step One All Stars,Trendy
2024,4,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Footnotes Fusion,High Definition
2025,4,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Ultimate Allstars,Ulltimate All Stars
2022,5,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Power Of Dance,Come Thru
2024,5,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Epa Allstars,Paradox
2022,6,USA,Hip Hop,Senior Small Coed Hip Hop,Senior,Tua,Hot Crew
2022,1,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Dance Mania,Senior Lyrical
2023,1,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Dance Mania,Dance Mania Senior Lyrical
2024,1,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,The Vision Dance Center,The Vision Dance Center Senior Small Lyrical
2022,2,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Dancin Bluebonnets,Senior Small Contemporary
2023,2,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Dance Dynamics,Dance Dynamics
2024,2,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Dance Mania,Dance Mania Senior Lyrical
2022,3,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,The Vision Dance Center,The Vision Dance Center Allstars
2023,3,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Dancin Bluebonnets,Senior Small Contemporary
2024,3,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Dance Dynamics,Senior - Contemporary/Lyrical - Small
2022,4,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Dance Precisions,You
2023,4,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,The Vision Dance Center,The Vision Dance Center Allstars
2024,4,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Brio Studios,Ghost Light
2022,5,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Music City All Stars,Senior Contemporary/Lyrical Small
2023,5,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Innovate Dance Studio,Senior Contemporary/Lyrical - Small
2024,5,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Studio 22,Senior All Stars
2022,6,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Innovate Dance Studio,Innovate Dance Studio Senior Lyrical
2023,6,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Mt Eden Ballet Academy,Meba Senior Lyrical Team
2024,6,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Innovate Dance Studio,Half Light
2022,7,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Powerworx Dance,Radiant
2023,7,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Star Performance Centre,Senior Small Lyrical
2024,7,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Powerworx Dance,Quantum
2022,8,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,No Limits Dance,No Limits Senior Small Contemporary
2023,8,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Star Steppers Dance,Senior Contemporary/Lyrical - Small
2024,8,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Dancin With Roxie,Dancin With Roxie Prestige
2022,9,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Power Of Dance,Wonderworld
2023,9,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Maverick Dance Alliance,Bravo Team - Lyrical
2024,9,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Blue Rose Dance Studio,The Light That Never Fails
2022,10,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Dance Precisions,Viva La Vida
2023,10,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Powerworx Dance,Radiant
2024,10,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,No Limits Dance,No Limits Senior Small Contemporary
2022,11,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Studio 22,Studio 22 Senior All Stars
2023,11,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Foursis Dance Academy,Foursis Dance Academy
2024,11,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Star Performance Centre,Senior Small Lyrical
2022,12,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Fierce Factory Dance & Talent,Voltage All Stars
2023,12,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Dancin With Roxie,Dancin' With Roxie Prestige
2024,12,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,5678! Dance Studio,Stand Still
2022,13,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Star Performance Centre,Senior Small Lyrical
2023,13,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,5678! Dance Studio,5678! Senior All Stars
2024,13,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Apex Dance Center,Senior - Contemporary/Lyrical - Small
2022,14,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Dancin With Roxie,Dancin' With Roxie Prestige
2024,14,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,The Knockout All-Stars,The Knockout
2022,15,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,5678! Dance Studio,5678! Senior All Stars
2022,16,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Synergy Dance Academy,Senior Lyrical
2021,1,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Dance Mania,Dance Mania
2025,1,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Dance Dynamics,Senior Small Contemporary/Lyrical
2021,2,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,The Vision Dancecenter,The Vision Dance Center
2025,2,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Dance Precisions,Nothing Left To Burn
2021,3,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Dancer'S Edge Studio,Dancer'S Edge Studio
2025,3,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Dance Mania,Senior Lyrical
2021,4,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Dancin Bluebonnets,Dancin Bluebonnets
2025,4,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,The Vision Dance Center,Senior Small Lyrical
2021,5,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,South Coast Freestyle,South Coast Freestyle
2025,5,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Project N Dance Center,Viola
2021,6,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Powerworx Dance,Powerworx Dance Radiant
2025,6,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,No Limits Dance,No Limits Dance
2021,7,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Music City All Stars,Music City All Stars
2025,7,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Powerworx Dance,Quantum
2021,8,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Brookfield Center For The Arts,Brookfield Center For The Arts
2025,8,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Studio 22,Studio 22 Senior All Stars Small Lyrical
2021,9,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Dancin With Roxie Prestige,Dancin With Roxie Prestige
2025,9,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Dancin With Roxie,Dancin With Roxie Prestige
2021,10,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Dance Fusion,Dance Fusion
2025,10,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Star Performance Centre,Senior Small Lyrical
2025,11,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,5678! Dance Studio,5678! Senior All Stars - Grand Piano
2025,12,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Midwest Elite Dance Center,Waiting On A Blue Sky
2025,13,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Innovate Dance Studio,Small Senior Lyrical- The Right Man
2025,14,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Foursis Dance Academy,Shout
2025,15,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Blue Rose Dance Studio,Me And The Devil
2021,1,USA,Hip Hop,Senior Small Hip Hop,Senior,Imperial Athletics,Imperial Athletics - Stellar
2022,1,USA,Hip Hop,Senior Small Hip Hop,Senior,Pittsburgh Pride All Stars,Ambush
2023,1,USA,Hip Hop,Senior Small Hip Hop,Senior,The Source Dance Lab,The Source Dance Lab
2024,1,USA,Hip Hop,Senior Small Hip Hop,Senior,Champion Legacy,Senior All Star Small Hip Hop
2025,1,USA,Hip Hop,Senior Small Hip Hop,Senior,The Source Dance Lab,Assassins - Mafia
2021,2,USA,Hip Hop,Senior Small Hip Hop,Senior,Pittsburgh Pride All Stars,Pittsburgh Pride All Stars - Ambush
2022,2,USA,Hip Hop,Senior Small Hip Hop,Senior,Footnotes Fusion,Alliance
2023,2,USA,Hip Hop,Senior Small Hip Hop,Senior,Champion Legacy,Senior All Star Small Hip Hop
2024,2,USA,Hip Hop,Senior Small Hip Hop,Senior,The Source Dance Lab,The Source Dance Lab
2025,2,USA,Hip Hop,Senior Small Hip Hop,Senior,Champion Legacy,Senior All Star Small Hip Hop
2021,3,USA,Hip Hop,Senior Small Hip Hop,Senior,Legendary Athletics,Legendary Athletics
2022,3,USA,Hip Hop,Senior Small Hip Hop,Senior,Legendary Athletics,Senior Elite
2023,3,USA,Hip Hop,Senior Small Hip Hop,Senior,Legendary Athletics,Senior Elite
2024,3,USA,Hip Hop,Senior Small Hip Hop,Senior,Dollhouse Dance Factory,Charlie'S Angels
2025,3,USA,Hip Hop,Senior Small Hip Hop,Senior,Dollhouse Dance Factory,Catwoman
2021,4,USA,Hip Hop,Senior Small Hip Hop,Senior,Tua Aces,Tua Aces
2022,4,USA,Hip Hop,Senior Small Hip Hop,Senior,Ultimate Dance & Cheer,Who Gone Stop Us
2023,4,USA,Hip Hop,Senior Small Hip Hop,Senior,Pittsburgh Pride All Stars,Ambush
2024,4,USA,Hip Hop,Senior Small Hip Hop,Senior,Prima Dance All-Stars,Senior Small Hip Hop
2025,4,USA,Hip Hop,Senior Small Hip Hop,Senior,Dance Mania,Senior Small Hip Hop
2021,5,USA,Hip Hop,Senior Small Hip Hop,Senior,Champion Legacy All-Star,Champion Legacy All-Star
2022,5,USA,Hip Hop,Senior Small Hip Hop,Senior,Imperial Athletics,Stellar
2023,5,USA,Hip Hop,Senior Small Hip Hop,Senior,Velocity Dance,Swag
2024,5,USA,Hip Hop,Senior Small Hip Hop,Senior,Legendary Athletics,Senior Elite
2025,5,USA,Hip Hop,Senior Small Hip Hop,Senior,Raevin Dance Factory,Raevin Dance Factory
2021,6,USA,Hip Hop,Senior Small Hip Hop,Senior,Ultimate Allstars,Tie 6Th - Ultimate Allstars Red Elite
2021,6,USA,Hip Hop,Senior Small Hip Hop,Senior,Footnotes Fusion,Tie 6Th - Footnotes Fusion - Alliance
2022,6,USA,Hip Hop,Senior Small Hip Hop,Senior,Velocity Dance,Swag
2023,6,USA,Hip Hop,Senior Small Hip Hop,Senior,Imperial Athletics,Stellar
2024,6,USA,Hip Hop,Senior Small Hip Hop,Senior,Adrenaline Studio,Joules
2025,6,USA,Hip Hop,Senior Small Hip Hop,Senior,Maryland Dance Energy,High Voltage
2022,7,USA,Hip Hop,Senior Small Hip Hop,Senior,Maryland Dance Energy,Mde High Voltage
2023,7,USA,Hip Hop,Senior Small Hip Hop,Senior,Wolf Pack All Stars,J2 Productions - Fly Kids
2024,7,USA,Hip Hop,Senior Small Hip Hop,Senior,Pittsburgh Pride All Stars,Ambush
2025,7,USA,Hip Hop,Senior Small Hip Hop,Senior,Ultimate Dance & Cheer,Ultimate Dance & Cheer
2021,8,USA,Hip Hop,Senior Small Hip Hop,Senior,Jordan Johnosn Productions,Jordan Johnosn Productions Fly Kids
2022,8,USA,Hip Hop,Senior Small Hip Hop,Senior,The Source Dance Lab,Assassins
2023,8,USA,Hip Hop,Senior Small Hip Hop,Senior,Ultimate Dance & Cheer,Senior Small Hip Hop
2024,8,USA,Hip Hop,Senior Small Hip Hop,Senior,Ultimate Dance & Cheer,Senior Small Hip Hop
2025,8,USA,Hip Hop,Senior Small Hip Hop,Senior,Prima Dance All-Stars,Senior Small Hip Hop
2021,9,USA,Hip Hop,Senior Small Hip Hop,Senior,Adrenaline Allstars,Adrenaline Allstars Joules
2023,9,USA,Hip Hop,Senior Small Hip Hop,Senior,Prima Dance All-Stars,Prima Dance All-Stars
2024,9,USA,Hip Hop,Senior Small Hip Hop,Senior,Velocity Dance,Senior Hip Hop
2025,9,USA,Hip Hop,Senior Small Hip Hop,Senior,Legendary Athletics,Senior Elite
2021,10,USA,Hip Hop,Senior Small Hip Hop,Senior,Fully Loaded Dance Studio,Fully Loaded Dance Studio Hot Girlz
2023,10,USA,Hip Hop,Senior Small Hip Hop,Senior,Footnotes Fusion,Alliance
2024,10,USA,Hip Hop,Senior Small Hip Hop,Senior,Maryland Dance Energy,High Voltage
2025,10,USA,Hip Hop,Senior Small Hip Hop,Senior,Footnotes Fusion,Alliance
2023,11,USA,Hip Hop,Senior Small Hip Hop,Senior,Premier Athletics - Knoxville North,Black Tip Sharks
2024,11,USA,Hip Hop,Senior Small Hip Hop,Senior,No Limits Dance,No Limits Senior Small Hip Hop
2025,11,USA,Hip Hop,Senior Small Hip Hop,Senior,Dolce All-Star,Senior Small Hip Hop
2023,12,USA,Hip Hop,Senior Small Hip Hop,Senior,Fierce Factory Dance & Talent,Voltage Hip Hop
2024,12,USA,Hip Hop,Senior Small Hip Hop,Senior,Apex Dance Center,Senior Hip Hop - Small
2025,12,USA,Hip Hop,Senior Small Hip Hop,Senior,Dance Mania Nashville,Dmn - Senior Small Hip Hop
2023,13,USA,Hip Hop,Senior Small Hip Hop,Senior,Raider Xtreme,Studio X Diamonds
2024,13,USA,Hip Hop,Senior Small Hip Hop,Senior,Queen City Storm,Onyx
2025,13,USA,Hip Hop,Senior Small Hip Hop,Senior,Velocity Dance,Senior Hip Hop
2025,14,USA,Hip Hop,Senior Small Hip Hop,Senior,Almaden Spirit Athletics,Onyx
2025,15,USA,Hip Hop,Senior Small Hip Hop,Senior,Dynamic Dance,Senior Small Hip Hop
2025,16,USA,Hip Hop,Senior Small Hip Hop,Senior,Pittsburgh Pride All Stars,Ambush
2025,17,USA,Hip Hop,Senior Small Hip Hop,Senior,Strut Performing Arts,Strut Performing Arts
2021,1,USA,Jazz,Senior Small Jazz,Senior,Dance Mania,Dance Mania
2022,1,USA,Jazz,Senior Small Jazz,Senior,Dance Mania,Senior Jazz Small
2023,1,USA,Jazz,Senior Small Jazz,Senior,Dance Mania,Dance Mania
2024,1,USA,Jazz,Senior Small Jazz,Senior,Dance Mania,Senior Jazz Small
2025,1,USA,Jazz,Senior Small Jazz,Senior,Dance Mania,Senior Jazz Small
2021,2,USA,Jazz,Senior Small Jazz,Senior,Brookfield Center For The Arts,Brookfield Center For The Arts
2022,2,USA,Jazz,Senior Small Jazz,Senior,Dancin Bluebonnets,Senior Small Jazz
2023,2,USA,Jazz,Senior Small Jazz,Senior,Mt Eden Ballet Academy,Meba Senior Jazz Team
2024,2,USA,Jazz,Senior Small Jazz,Senior,Studio L Dance Co,Studio L Dance Co. - Mama
2025,2,USA,Jazz,Senior Small Jazz,Senior,5678! Dance Studio,Indestructible
2021,3,USA,Jazz,Senior Small Jazz,Senior,Dancin Bluebonnets,Dancin Bluebonnets
2022,3,USA,Jazz,Senior Small Jazz,Senior,The Vision Dance Center,The Vision Dance Center Allstars
2023,3,USA,Jazz,Senior Small Jazz,Senior,The Vision Dance Center,The Vision Dance Center Allstars
2024,3,USA,Jazz,Senior Small Jazz,Senior,Foursis Dance Academy,Foursis Dance Academy Dazzlers
2025,3,USA,Jazz,Senior Small Jazz,Senior,Dolce All-Star,Senior Jazz - Small
2021,4,USA,Jazz,Senior Small Jazz,Senior,The Vision Dance Center,The Vision Dance Center
2022,4,USA,Jazz,Senior Small Jazz,Senior,"Brookfield Dance, A Brio Studios Co",Senior All Stars
2023,4,USA,Jazz,Senior Small Jazz,Senior,Dancin Bluebonnets,Senior Small Jazz
2024,4,USA,Jazz,Senior Small Jazz,Senior,Dolce All-Star,Senior Jazz - Small
2025,4,USA,Jazz,Senior Small Jazz,Senior,Studio L Dance Co,Roxanne
2021,5,USA,Jazz,Senior Small Jazz,Senior,Star Steppers Dance,Star Steppers Dance
2022,5,USA,Jazz,Senior Small Jazz,Senior,Foursis Dance Academy,Foursis Dance Academy Dazzlers
2023,5,USA,Jazz,Senior Small Jazz,Senior,Brio Studios,Belly Of The Beast
2024,5,USA,Jazz,Senior Small Jazz,Senior,Brio Studios,Maneater
2025,5,USA,Jazz,Senior Small Jazz,Senior,Dance Dynamics,Senior Small Jazz
2021,6,USA,Jazz,Senior Small Jazz,Senior,Foursis Dance Academy,Foursis Dance Academy
2022,6,USA,Jazz,Senior Small Jazz,Senior,Champion Legacy,Senior All Stars
2023,6,USA,Jazz,Senior Small Jazz,Senior,Champion Legacy,Small Senior Jazz
2024,6,USA,Jazz,Senior Small Jazz,Senior,Dynamic Dance,Senior All Stars
2025,6,USA,Jazz,Senior Small Jazz,Senior,Mellow,Mellow Pixy
2021,7,USA,Jazz,Senior Small Jazz,Senior,Dancin With Roxie Prestige,Dancin With Roxie Prestige
2022,7,USA,Jazz,Senior Small Jazz,Senior,Dance Dynamics,Dance Dynamics
2023,7,USA,Jazz,Senior Small Jazz,Senior,5678! Dance Studio,5678! Senior All Stars
2024,7,USA,Jazz,Senior Small Jazz,Senior,5678! Dance Studio,Love On The Brain
2025,7,USA,Jazz,Senior Small Jazz,Senior,Dance Athletics,Preach
2021,8,USA,Jazz,Senior Small Jazz,Senior,Tg Studios,Tg Studios
2022,8,USA,Jazz,Senior Small Jazz,Senior,Powerworx Dance,Atomic
2023,8,USA,Jazz,Senior Small Jazz,Senior,Dancin With Roxie,Dancin' With Roxie Prestige
2024,8,USA,Jazz,Senior Small Jazz,Senior,Blue Rose Dance Studio,Don'T Stop Me Now
2025,8,USA,Jazz,Senior Small Jazz,Senior,The Vision Dance Center,Senior Small Jazz
2021,9,USA,Jazz,Senior Small Jazz,Senior,5678! Dance Studio,5678! Dance Studio
2022,9,USA,Jazz,Senior Small Jazz,Senior,South Coast Freestyle,South Coast Freestyle
2023,9,USA,Jazz,Senior Small Jazz,Senior,Foursis Dance Academy,Foursis Dance Academy
2024,9,USA,Jazz,Senior Small Jazz,Senior,Adrenaline Studio,Lightning
2025,9,USA,Jazz,Senior Small Jazz,Senior,Dancin With Roxie,Dancin With Roxie Prestige
2021,10,USA,Jazz,Senior Small Jazz,Senior,South Coast Freestyle,South Coast Freestyle
2022,10,USA,Jazz,Senior Small Jazz,Senior,5678! Dance Studio,5678! Senior All Stars
2023,10,USA,Jazz,Senior Small Jazz,Senior,Iowa Cats All Stars,Iowa Cats All Stars Senior Jazz
2024,10,USA,Jazz,Senior Small Jazz,Senior,Dancin With Roxie,Dancin With Roxie Prestige
2025,10,USA,Jazz,Senior Small Jazz,Senior,Dsf,Brilliants Sr
2022,11,USA,Jazz,Senior Small Jazz,Senior,Dance Precisions,Black Car
2023,11,USA,Jazz,Senior Small Jazz,Senior,Powerworx Dance,Atomic
2024,11,USA,Jazz,Senior Small Jazz,Senior,Apex Dance Center,Senior Jazz - Small
2025,11,USA,Jazz,Senior Small Jazz,Senior,South Coast Freestyle,Big Spender
2022,12,USA,Jazz,Senior Small Jazz,Senior,Power Of Dance,The Way You Make Me Feel
2023,12,USA,Jazz,Senior Small Jazz,Senior,Velocity Dance,Gold
2024,12,USA,Jazz,Senior Small Jazz,Senior,The Vision Dance Center,The Vision Dance Center Senior Small Jazz
2025,12,USA,Jazz,Senior Small Jazz,Senior,Star Performance Centre,Senior Small Jazz
2022,13,USA,Jazz,Senior Small Jazz,Senior,Dynamic Dance,Senior All Stars
2023,13,USA,Jazz,Senior Small Jazz,Senior,Mc Planet Dance,Senior Small Jazz
2025,13,USA,Jazz,Senior Small Jazz,Senior,Peach State All Stars,"Senior Peaches - ""Tin Man'S Heart"""
2023,14,USA,Jazz,Senior Small Jazz,Senior,Dynamic Dance,Senior All Star Jazz
2025,14,USA,Jazz,Senior Small Jazz,Senior,Dance Precisions,Cry
2021,1,USA,Pom,Senior Small Pom,Senior,Dance Mania,Dance Mania
2022,1,USA,Pom,Senior Small Pom,Senior,Dance Mania,Senior Pom Small
2023,1,USA,Pom,Senior Small Pom,Senior,Spg Cheerdance Project,H Beat Beans Vivid
2024,1,USA,Pom,Senior Small Pom,Senior,Spg Cheerdance Project,H Beat Beans Vivid
2025,1,USA,Pom,Senior Small Pom,Senior,Spg Cheerdance Project,H Beat Beans Vivid
2021,2,USA,Pom,Senior Small Pom,Senior,South Coast Freestyle,South Coast Freestyle
2022,2,USA,Pom,Senior Small Pom,Senior,Champion Legacy,Senior All Stars
2023,2,USA,Pom,Senior Small Pom,Senior,Kagoshima Ymca,Cast Magic Faith
2024,2,USA,Pom,Senior Small Pom,Senior,Shining Planets,Grant Sparkle
2025,2,USA,Pom,Senior Small Pom,Senior,Innovate Dance Studio,Clue
2021,3,USA,Pom,Senior Small Pom,Senior,Energizers,Energizers
2022,3,USA,Pom,Senior Small Pom,Senior,Innovate Dance Studio,Innovate Dance Studio Senior Pom
2023,3,USA,Pom,Senior Small Pom,Senior,Shining Planets,Grant Sparkle
2024,3,USA,Pom,Senior Small Pom,Senior,South Coast Freestyle,Wicked Witch
2025,3,USA,Pom,Senior Small Pom,Senior,Dolce All-Star,Senior Pom - Small
2021,4,USA,Pom,Senior Small Pom,Senior,Foursis Dance Academy,Foursis Dance Academy
2022,4,USA,Pom,Senior Small Pom,Senior,Energizers,Energizers
2023,4,USA,Pom,Senior Small Pom,Senior,Dance Mania,Dance Mania Senior Pom Small
2024,4,USA,Pom,Senior Small Pom,Senior,Kawai Dance Agency,Queen Berry
2025,4,USA,Pom,Senior Small Pom,Senior,Energizers,Senior Small Pom
2021,5,USA,Pom,Senior Small Pom,Senior,Dance Fusion,Dance Fusion
2022,5,USA,Pom,Senior Small Pom,Senior,Dynamic Dance,Senior All Stars
2023,5,USA,Pom,Senior Small Pom,Senior,Innovate Dance Studio,Senior Pom - Small
2024,5,USA,Pom,Senior Small Pom,Senior,Dolce All-Star,Senior Pom - Small
2025,5,USA,Pom,Senior Small Pom,Senior,South Coast Freestyle,Beetlejuice
2021,6,USA,Pom,Senior Small Pom,Senior,Dancin With Roxie Prestige,Dancin With Roxie Prestige
2022,6,USA,Pom,Senior Small Pom,Senior,Foursis Dance Academy,Foursis Dance Academy Dazzlers
2023,6,USA,Pom,Senior Small Pom,Senior,Cheers Factory,Decide
2024,6,USA,Pom,Senior Small Pom,Senior,Jubilly Dance Crew,Jubilly Dance Crew Senior
2025,6,USA,Pom,Senior Small Pom,Senior,Dancin With Roxie,Prestige
2021,7,USA,Pom,Senior Small Pom,Senior,Xtreme Dance,Xtreme Dance
2022,7,USA,Pom,Senior Small Pom,Senior,Power Of Dance,Carry On
2023,7,USA,Pom,Senior Small Pom,Senior,South Coast Freestyle,"South Coast Freestyle ""Mario"""
2024,7,USA,Pom,Senior Small Pom,Senior,Powerworx Dance,Nuclear
2025,7,USA,Pom,Senior Small Pom,Senior,Star Performance Centre,Senior Small Pom
2021,8,USA,Pom,Senior Small Pom,Senior,Champion Legacy All-Star,Champion Legacy All-Star
2022,8,USA,Pom,Senior Small Pom,Senior,Adrenaline Studio,Spark
2023,8,USA,Pom,Senior Small Pom,Senior,Champion Legacy,Small Senior Pom
2024,8,USA,Pom,Senior Small Pom,Senior,Innovate Dance Studio,Joker
2025,8,USA,Pom,Senior Small Pom,Senior,Dynamic Dance,Senior All Star Pom
2021,9,USA,Pom,Senior Small Pom,Senior,Star Performance Centre,Star Performance Centre
2022,9,USA,Pom,Senior Small Pom,Senior,South Coast Freestyle,"South Coast Freestyle ""Track Star"""
2023,9,USA,Pom,Senior Small Pom,Senior,Jss Moroyama,Topaz Ace
2024,9,USA,Pom,Senior Small Pom,Senior,Dance Mania,Senior Pom - Small
2024,9,USA,Pom,Senior Small Pom,Senior,Dancin With Roxie,Dancin With Roxie
2025,9,USA,Pom,Senior Small Pom,Senior,Adrenaline Studio,Spark
2021,10,USA,Pom,Senior Small Pom,Senior,Dynamic Dance,Dynamic Dance
