Year,Division,Category,Dance_Type,Team_Size,Is_Coed,Rank,Is_Champion,Is_Podium,Is_Top_10,Studio_Name,Team_Name,Country
2017,Senior,Senior Small Jazz,Jazz,Small,No,8,0,0,1,Mt. Eden Ballet Company,Mt. Eden Ballet Academy,USA
2017,Senior,Senior Small Jazz,Jazz,Small,No,9,0,0,1,5678! Dance Studio,5-6-7-8 Senior All Stars,USA
2017,Senior,Senior Small Jazz,Jazz,Small,No,10,0,0,1,Brookfield Dance Academy | Brookfield Center For The Arts,Brookfield Center For The Arts,USA
2017,Senior,Senior Small Jazz,Jazz,Small,No,11,0,0,0,Golden Motion,Golden Motion,USA
2017,Senior,Senior Small Jazz,Jazz,Small,No,12,0,0,0,Kld X-Treme All Star Cheerleaders,Kld All Stars,USA
2017,Senior,Senior Small Jazz,Jazz,Small,No,13,0,0,0,Danzforce Academy Ca,Danzforce Academy,USA
2017,Senior,Senior Small Jazz,Jazz,Small,No,14,0,0,0,Starlites,Starlites,USA
2017,Senior,Senior Small Pom,Pom,Small,No,1,1,1,1,Cheers Factory,Cheers Factory,USA
2017,Senior,Senior Small Pom,Pom,Small,No,2,0,1,1,Pace Elite,Pace Elite- Darkness Falls,USA
2017,Senior,Senior Small Pom,Pom,Small,No,3,0,1,1,South Coast Freestyle,South Coast Freestyle,USA
2017,Senior,Senior Small Pom,Pom,Small,No,4,0,0,1,Shining Planets,Shining Planets,USA
2017,Senior,Senior Small Pom,Pom,Small,No,5,0,0,1,Champion Legacy,Champion Legacy,USA
2017,Senior,Senior Small Pom,Pom,Small,No,6,0,0,1,Xtreme Dance,Xtreme Dance,USA
2017,Senior,Senior Small Pom,Pom,Small,No,7,0,0,1,Strut Performing Arts,Strut Performing Arts Center,USA
2017,Senior,Senior Small Pom,Pom,Small,No,8,0,0,1,Jss Moroyama,Jss Moroyama,USA
2017,Senior,Senior Small Pom,Pom,Small,No,9,0,0,1,5678! Dance Studio,5-6-7-8,USA
2017,Senior,Senior Small Pom,Pom,Small,No,10,0,0,1,Foursis Dance Academy Dazzlers,Foursis Dance Academy,USA
2017,Senior,Senior Small Pom,Pom,Small,No,11,0,0,0,Star Performance Centre,Star Performance Centre,USA
2017,Senior,Senior Small Pom,Pom,Small,No,12,0,0,0,Peak Athletics,Peak Athletics- Sabers,USA
2017,Senior,Senior Small Pom,Pom,Small,No,13,0,0,0,Laredo All American All-Stars,Laredo All American- Infinity,USA
2018,Junior,Junior Dance,Junior Dance,Standard,No,1,1,1,1,Jexer Fitness Cuib Omiya,Jexer Fitness Club Omiya – Zingys,Japan
2018,Junior,Junior Dance,Junior Dance,Standard,No,2,0,1,1,Dancer'S Edge Studio,Dancer’S Edge Studio – Junior Jazz,USA
2018,Junior,Junior Dance,Junior Dance,Standard,No,3,0,1,1,The Vision Dance Center,The Vision Dance Center,USA
2018,Junior,Junior Dance,Junior Dance,Standard,No,4,0,0,1,Studio 22 High Tek Dance Studio,Studio 22 – Jr All Stars,USA
2018,Junior,Junior Dance,Junior Dance,Standard,No,5,0,0,1,Golden Hawks,Golden Hawks – Golden Hawks Jr,Japan
2018,Junior,Junior Dance,Junior Dance,Standard,No,6,0,0,1,Kawai Dance Agency Japan,Kawai Dance Agency – Little Berries,Japan
2018,Junior,Junior Dance,Junior Dance,Standard,No,7,0,0,1,Rokkaz,Rokkaz – Junior Rokkaz,Germany
2018,Junior,Junior Dance,Junior Dance,Standard,No,8,0,0,1,Academia De Baile,Academia De Baile – Seven Dancers,Mexico
2018,Junior,Junior Dance,Junior Dance,Standard,No,8,0,0,1,Ultimate Dance Centre,Ultimate Dance Centre – Glitter Stars,USA
2018,Junior,Junior Dance,Junior Dance,Standard,No,10,0,0,1,La Dance And Cheer,La Dance And Cheer,Scotland
2018,Open,Open Coed Hip Hop,Hip Hop,Standard,Yes,1,1,1,1,World Wings,World Wings,Japan
2018,Open,Open Coed Hip Hop,Hip Hop,Standard,Yes,2,0,1,1,Midrash Dance Centre,Midrash Dance Centre,Mexico
2018,Open,Open Coed Hip Hop,Hip Hop,Standard,Yes,3,0,1,1,Gold Star,Gold Star – Team X,Scotland
2018,Open,Open Coed Hip Hop,Hip Hop,Standard,Yes,4,0,0,1,Elite Dance Center,Elite Dance Center – Edc Black Bulls,Chile
2018,Open,Open Coed Hip Hop,Hip Hop,Standard,Yes,5,0,0,1,Next Level Dance Co,Next Level Dance Co – Supremacy,USA
2018,Open,Open Coed Hip Hop,Hip Hop,Standard,Yes,6,0,0,1,Top Gun All Stars Main Location Miami,Top Gun All Stars – Int Open Coed Hip Hop,USA
2018,Open,Open Coed Hip Hop,Hip Hop,Standard,Yes,7,0,0,1,Toxic Cheer And Dance,Toxic Cheer & Dance,USA
2018,Open,Open Coed Hip Hop,Hip Hop,Standard,Yes,8,0,0,1,Angels Dance Academy (Ada),Angels Dance Academy – Dark Angels,England
2018,Open,Open Coed Hip Hop,Hip Hop,Standard,Yes,9,0,0,1,Sky Dance,Sky Dance,USA
2018,Open,Open Coed Hip Hop,Hip Hop,Standard,Yes,10,0,0,1,Leshan Normal University,Leshan Normal University – Team Fly,China
2018,Open,Open Coed Jazz,Jazz,Standard,Yes,1,1,1,1,Dance Factory,Dance Factory,Mexico
2018,Open,Open Coed Jazz,Jazz,Standard,Yes,2,0,1,1,Strut Performing Arts,Strut Performing Arts,USA
2018,Open,Open Coed Jazz,Jazz,Standard,Yes,3,0,1,1,Music City All Stars,Music City All Stars,USA
2018,Open,Open Coed Jazz,Jazz,Standard,Yes,4,0,0,1,Rs Studio All Star,Rs Studio All Star,USA
2018,Open,Open Coed Jazz,Jazz,Standard,Yes,5,0,0,1,Elite Dance Center,Elite Dance Center – Edc Toros Dance,Chile
2018,Open,Open Coed Jazz,Jazz,Standard,Yes,6,0,0,1,Universidad Politecnica Salesiana,Universidad Politecnica Salesiana,Ecuador
2018,Open,Open Coed Jazz,Jazz,Standard,Yes,7,0,0,1,Dazzlers (Scotland),Dazzlers,Scotland
2018,Open,Open Coed Pom,Pom,Standard,Yes,1,1,1,1,Dance Factory,Dance Factory,Mexico
2018,Open,Open Coed Pom,Pom,Standard,Yes,2,0,1,1,Energizers Dance Team,Energizers,USA
2018,Open,Open Coed Pom,Pom,Standard,Yes,3,0,1,1,Strut Performing Arts,Strut Performing Arts – Open Coed Pom,USA
2018,Open,Open Coed Pom,Pom,Standard,Yes,4,0,0,1,Rs Studio All Star,Rs Studio All Star,USA
2018,Open,Open Coed Pom,Pom,Standard,Yes,5,0,0,1,Velocity Dance,Velocity Dance – Woop,USA
2018,Open,Open Coed Pom,Pom,Standard,Yes,6,0,0,1,Wuhan Sports University,Wuhan Sports University – Cheer V,China
2018,Open,Open Coed Pom,Pom,Standard,Yes,7,0,0,1,Abejas Salamanca,Abejas Salamanca,Mexico
2018,Open,Open Contemporary/Lyrical,Contemporary/Lyrical,Standard,No,1,1,1,1,The Vision Dance Center,The Vision Dance Center,USA
2018,Open,Open Contemporary/Lyrical,Contemporary/Lyrical,Standard,No,2,0,1,1,Dance Dynamics,Dance Dynamics,USA
2018,Open,Open Contemporary/Lyrical,Contemporary/Lyrical,Standard,No,3,0,1,1,Dancin Bluebonnets,Dancin’ Bluebonnets,USA
2018,Open,Open Contemporary/Lyrical,Contemporary/Lyrical,Standard,No,4,0,0,1,Dsf Brilliants,Dsf – Dsf Brilliants,Japan
2018,Open,Open Contemporary/Lyrical,Contemporary/Lyrical,Standard,No,5,0,0,1,Ultimate Dance Centre,Ultimate Dance Centre – Ultimate Rock Stars,USA
2018,Open,Open Contemporary/Lyrical,Contemporary/Lyrical,Standard,No,6,0,0,1,Centro Artistico Yesenea Mendoza,Centro Artistico Yesenea Mendoza – For My H,Ecuador
2018,Open,Open Contemporary/Lyrical,Contemporary/Lyrical,Standard,No,7,0,0,1,Rockstar Cheer,Rockstar Cheer,England
2018,Open,Open Contemporary/Lyrical,Contemporary/Lyrical,Standard,No,8,0,0,1,Rsd,Rsd Action – Rsd Leading Ladies,Wales
2018,Open,Open Contemporary/Lyrical,Contemporary/Lyrical,Standard,No,9,0,0,1,Endurance Elite,Endurance Elite – Strength,England
2018,Open,Open Contemporary/Lyrical,Contemporary/Lyrical,Standard,No,10,0,0,1,We Fitness Groningen,We Fitness Groningen – Phoenix Flame,Netherlands
2018,Open,Open Hip Hop,Hip Hop,Standard,No,1,1,1,1,Team Philipinas,Team Philipinas,Colombia
2018,Open,Open Hip Hop,Hip Hop,Standard,No,2,0,1,1,Uis,Uis,Japan
2018,Open,Open Hip Hop,Hip Hop,Standard,No,3,0,1,1,Angels Dance Academy (Ada),Angels Dance Academy – Dominion,England
2018,Open,Open Hip Hop,Hip Hop,Standard,No,4,0,0,1,Dancers Edge,Dancer’S Edge – De 3,Australia
2018,Open,Open Hip Hop,Hip Hop,Standard,No,5,0,0,1,Dollhouse Dance Factory,Dollhouse Dance Factory – Evil Queen,USA
2018,Open,Open Hip Hop,Hip Hop,Standard,No,6,0,0,1,Legendary Athletics North,Legendary Athletics – Open Hip Hop,USA
2018,Open,Open Hip Hop,Hip Hop,Standard,No,7,0,0,1,Adrenaline All Stars,Adrenaline Allstars,USA
2018,Open,Open Hip Hop,Hip Hop,Standard,No,8,0,0,1,Haileybury Alumni,Haileybury Alumni – Imperial,Australia
2018,Open,Open Hip Hop,Hip Hop,Standard,No,9,0,0,1,Oblivion Allstars,Oblivion All Stars – Storm,England
2018,Open,Open Hip Hop,Hip Hop,Standard,No,10,0,0,1,Ecole De Danse Dan Zaa,Ecole De Danse Dan Zaa – No Rules,Colombia
2018,Open,Open Jazz,Jazz,Standard,No,1,1,1,1,Dancin Bluebonnets,Dancin’ Bluebonnets,USA
2018,Open,Open Jazz,Jazz,Standard,No,2,0,1,1,Dance Dynamics,Dance Dynamics – Open Jazz,USA
2018,Open,Open Jazz,Jazz,Standard,No,3,0,1,1,The Vision Dance Center,The Vision Dance Center,USA
2018,Open,Open Jazz,Jazz,Standard,No,4,0,0,1,Top Dance Studio,Top Dance - Td&B All Stars,USA
2018,Open,Open Jazz,Jazz,Standard,No,5,0,0,1,Ultimate Dance Centre,Ultimate Dance Centre – Ultimate Rock Stars,USA
2018,Open,Open Jazz,Jazz,Standard,No,6,0,0,1,Centro Artistico Yesenea Mendoza,Centro Artistico Yesenea Mendoza – Guess Who’S Back,Ecuador
2018,Open,Open Jazz,Jazz,Standard,No,7,0,0,1,Brisbane School Of Dance,Brisbane School Of Dance – Ultimate Uproar,Scotland
2018,Open,Open Jazz,Jazz,Standard,No,8,0,0,1,Nrg All Stars,Nrg Studios – Nrg All Stars,USA
2018,Open,Open Jazz,Jazz,Standard,No,9,0,0,1,Sharon Ann Cheer Academy,Sharon Ann Academy Of Cheer & Dance – Sa,USA
2018,Open,Open Jazz,Jazz,Standard,No,10,0,0,1,Rsd,Rsd Action – Rsd Leading Ladies,Wales
2018,Open,Open Male Hip Hop,Hip Hop,Standard,No,1,1,1,1,Pittsburgh Poison,Pittsburgh Poison All Stars – King Cobras,USA
2018,Open,Open Male Hip Hop,Hip Hop,Standard,No,2,0,1,1,Velocity Dance,Velocity Dance - Werewolves,USA
2018,Open,Open Male Hip Hop,Hip Hop,Standard,No,3,0,1,1,Elite Legends Of Ohio,Elite Legends Of Ohio – The Veterans,USA
2018,Open,Open Male Hip Hop,Hip Hop,Standard,No,4,0,0,1,Adrenaline All Stars,Adrenaline Allstars – Rush Crew,USA
2018,Open,Open Pom,Pom,Standard,No,1,1,1,1,Energizers Dance Team,Energizers,USA
2018,Open,Open Pom,Pom,Standard,No,2,0,1,1,Wing Dance Promotion,Wing Dance Production – Silver Wings,Japan
2018,Open,Open Pom,Pom,Standard,No,3,0,1,1,Golden Hawks,Golden Hawks,Japan
2018,Open,Open Pom,Pom,Standard,No,4,0,0,1,Gold Star Cheer & Dance,Gold Star Cheer And Dance Ltd – Gold Star Galaxy,Scotland
2018,Open,Open Pom,Pom,Standard,No,5,0,0,1,Starz Dance Academy,Starz Dance Academy – Starz Elite,USA
2018,Open,Open Pom,Pom,Standard,No,6,0,0,1,Planets Dance Company,Planets Dance Company – Planets West,Japan
2018,Open,Open Pom,Pom,Standard,No,7,0,0,1,Jc Dance And Cheer Academy,Jc Cheer And Dance Academy – Jc Glitter White,Scotland
2018,Open,Open Pom,Pom,Standard,No,8,0,0,1,Top Dance Studio,Top Dance – Td&B All Stars,USA
2018,Open,Open Pom,Pom,Standard,No,9,0,0,1,Melbourne University Cheer And Dance,Melbourne University Cheer And Dance – Heat,Australia
2018,Open,Open Pom,Pom,Standard,No,9,0,0,1,Phoenix Flames,Phoenix Flames – Elite,Scotland
2018,Open,Open Pom,Pom,Standard,No,10,0,0,1,Chongqing No 29 Middle School,Chongqing No 29 Middle School – Sparkle,China
2018,Open,Open Pom,Pom,Standard,No,11,0,0,0,Rsd,Rsd Action – Rsd Leading Ladies,Wales
2018,Open,Open Pom,Pom,Standard,No,12,0,0,0,Hawks Cheer And Dance,Hawks Cheer And Dance – Intensity Diamonds,England
2018,Open,Open Pom,Pom,Standard,No,13,0,0,0,Team Russia,Team Russia – Neodace Russia,USA
2018,Open,Open Pom,Pom,Standard,No,14,0,0,0,Golden Dance Academy,Golden Dance Academy – Golden Girls,Colombia
2018,Open,Open Pom,Pom,Standard,No,15,0,0,0,Starlets,Starlets Cheerleading – Stealth,USA
2018,Open,Open Pom,Pom,Standard,No,16,0,0,0,Beijing Youth Politics College,Beijing Youth Politics College – Team Flower,Colombia
2018,Open,Open Pom,Pom,Standard,No,17,0,0,0,Eurodancers,Eurodancers,Switzerland
2018,Open,Open Pom,Pom,Standard,No,18,0,0,0,Synergy (Mexico),Synergy,Mexico
2018,Open,Open Pom,Pom,Standard,No,19,0,0,0,Sirens Dance Team,Sirens Dance Team – Sirens Senior Elite,Norway
2018,Open,Open Pom,Pom,Standard,No,20,0,0,0,Cuam,Cuam Morelos,Mexico
2018,Open,Open Pom,Pom,Standard,No,21,0,0,0,Gubkin Russian State University,Gubkin Russian State University – Barrel,USA
2018,Open,Open Pom,Pom,Standard,No,22,0,0,0,Silver Stars,Silver Stars Cheerleader,Germany
2018,Open,Open Pom,Pom,Standard,No,23,0,0,0,A Styl Dragons,A Styl Dragons – Junior Dragons,Czech Republic
2018,Open,Open Pom,Pom,Standard,No,23,0,0,0,Normal Superior,Normal Superior,Columbia
2018,Open,Open Pom,Pom,Standard,No,24,0,0,0,Mk Diamonds,Mk Diamonds,USA
2018,Open,Open Pom,Pom,Standard,No,25,0,0,0,Fisac,Fisac,Italy
2018,Open,Open Pom,Pom,Standard,No,26,0,0,0,Brasilia Xtreme,Brasilia Xtreme,Brazil
2018,Senior,Senior Contemporary/Lyrical,Contemporary/Lyrical,Standard,No,1,1,1,1,Dancer'S Edge Studio,Dancer’S Edge Studio – Senior Small,USA
2018,Senior,Senior Contemporary/Lyrical,Contemporary/Lyrical,Standard,No,2,0,1,1,The Vision Dance Center,The Vision Dance Center,USA
2018,Senior,Senior Contemporary/Lyrical,Contemporary/Lyrical,Standard,No,3,0,1,1,Dancin Bluebonnets,Dancin’ Bluebonnets,USA
2018,Senior,Senior Contemporary/Lyrical,Contemporary/Lyrical,Standard,No,4,0,0,1,Champion Legacy,Champion Legacy – Senior Contemporary,USA
2018,Senior,Senior Contemporary/Lyrical,Contemporary/Lyrical,Standard,No,4,0,0,1,Dance Dynamics,Dance Dynamics – Senior Contemporary,USA
2018,Senior,Senior Contemporary/Lyrical,Contemporary/Lyrical,Standard,No,6,0,0,1,Star Steppers Dance,Star Steppers,USA
2018,Senior,Senior Contemporary/Lyrical,Contemporary/Lyrical,Standard,No,7,0,0,1,Powerworx Dance,Powerworx Dance – Senior Lyrical,USA
2018,Senior,Senior Contemporary/Lyrical,Contemporary/Lyrical,Standard,No,8,0,0,1,5678! Dance Studio,5678! Dance Studio – Senior All Stars,USA
2018,Senior,Senior Contemporary/Lyrical,Contemporary/Lyrical,Standard,No,9,0,0,1,Music City All Stars,Music City All Stars,USA
2018,Senior,Senior Contemporary/Lyrical,Contemporary/Lyrical,Standard,No,10,0,0,1,Brookfield Dance Academy | Brookfield Center For The Arts,Brookfield Center For The Arts,USA
2018,Senior,Senior Large Coed Hip Hop,Hip Hop,Large,Yes,1,1,1,1,Star Performance Centre,Star Performance Centre – Senior Large Coed Hip Hop,USA
2018,Senior,Senior Large Coed Hip Hop,Hip Hop,Large,Yes,2,0,1,1,Imperial Athletics,Imperial Athletics - Monarch,USA
2018,Senior,Senior Large Coed Hip Hop,Hip Hop,Large,Yes,3,0,1,1,Champion Legacy,Champion Legacy – Senior Coed Hip Hop,USA
2018,Senior,Senior Large Coed Hip Hop,Hip Hop,Large,Yes,4,0,0,1,Power Of Dance Llc,Power Of Dance – Senior Sax,USA
2018,Senior,Senior Large Coed Hip Hop,Hip Hop,Large,Yes,5,0,0,1,Pittsburgh Poison,Pittsburgh Poison All Stars - Cyanide,USA
2018,Senior,Senior Large Hip Hop,Hip Hop,Large,No,1,1,1,1,Pittsburgh Pride All Stars,Pittsburgh Pride All Stars – Coalition,USA
2018,Senior,Senior Large Hip Hop,Hip Hop,Large,No,2,0,1,1,Star Performance Centre,Star Performance Centre – Senior Large All Girl,USA
2018,Senior,Senior Large Hip Hop,Hip Hop,Large,No,3,0,1,1,Dollhouse Dance Factory,Dollhouse Dance Factory – Sirens,USA
2018,Senior,Senior Large Hip Hop,Hip Hop,Large,No,4,0,0,1,Champion Legacy,Champion Legacy – Large Hip Hop,USA
2018,Senior,Senior Large Hip Hop,Hip Hop,Large,No,5,0,0,1,Pittsburgh Poison,Pittsburgh Poison All Stars – Black Widows,USA
2018,Senior,Senior Large Hip Hop,Hip Hop,Large,No,6,0,0,1,Thunder Elite,Thunder Elite – Royal-T,USA
2018,Senior,Senior Large Jazz,Jazz,Large,No,1,1,1,1,Dancer'S Edge Studio,Dancer’S Edge Studio – Senior Large Jazz,USA
2018,Senior,Senior Large Jazz,Jazz,Large,No,2,0,1,1,Dancin Bluebonnets,Dancin’ Blue Bonnets,USA
2018,Senior,Senior Large Jazz,Jazz,Large,No,3,0,1,1,Dance Dynamics,Dance Dynamics – Senior Large Jazz,USA
2018,Senior,Senior Large Jazz,Jazz,Large,No,4,0,0,1,The Vision Dance Center,The Vision Dance Center,USA
2018,Senior,Senior Large Jazz,Jazz,Large,No,5,0,0,1,Music City All Stars,Music City All Stars,USA
2018,Senior,Senior Large Jazz,Jazz,Large,No,6,0,0,1,Star Performance Centre,Star Performance Centre – Senior Large Jazz,USA
2018,Senior,Senior Large Pom,Pom,Large,No,1,1,1,1,Champion Legacy,Champion Legacy – Large Senior Pom,USA
2018,Senior,Senior Large Pom,Pom,Large,No,2,0,1,1,Star Performance Centre,Star Performance Centre – Senior Large Pom,USA
2018,Senior,Senior Large Pom,Pom,Large,No,3,0,1,1,Silver Wings,Silver Wings Aile – Wing Dance Promotion,USA
2018,Senior,Senior Large Pom,Pom,Large,No,4,0,0,1,Starz Dance Academy,Starz Dance Academy – Starz Elite,USA
2018,Senior,Senior Large Pom,Pom,Large,No,5,0,0,1,South Coast Freestyle,South Coast Freestyle – Jock Jam,USA
2018,Senior,Senior Large Pom,Pom,Large,No,6,0,0,1,Power Of Dance Llc,Power Of Dance – Polaris,USA
2018,Senior,Senior Large Pom,Pom,Large,No,7,0,0,1,Dancer'S Edge Studio,Dancer’S Edge Studio – Senior Large Pom,USA
2018,Senior,Senior Small Coed Hip Hop,Hip Hop,Small,Yes,1,1,1,1,Golden Hawks,Golden Hawks – Senior,USA
2018,Senior,Senior Small Coed Hip Hop,Hip Hop,Small,Yes,2,0,1,1,Legendary Athletics North,Legendary Athletics – Senior Coed Elite,USA
2018,Senior,Senior Small Coed Hip Hop,Hip Hop,Small,Yes,3,0,1,1,Goddesses Dance Team - Goddesses,Goddesses Dance Team,USA
2018,Senior,Senior Small Coed Hip Hop,Hip Hop,Small,Yes,4,0,0,1,Velocity Dance,Velocity Dance - Swag,USA
2018,Senior,Senior Small Coed Hip Hop,Hip Hop,Small,Yes,5,0,0,1,Jordan Johnson Productions,Jordan Johnson Productions,USA
2018,Senior,Senior Small Coed Hip Hop,Hip Hop,Small,Yes,6,0,0,1,Midwest Cheer Elite Cleveland,Midwest Cheer Elite Cleveland – Black Ice Krew,USA
2018,Senior,Senior Small Coed Hip Hop,Hip Hop,Small,Yes,7,0,0,1,Power Of Dance Llc,Power Of Dance - Phoenix,USA
2018,Senior,Senior Small Hip Hop,Hip Hop,Small,No,1,1,1,1,Pittsburgh Pride All Stars,Pittsburgh Pride All Stars – Ambush,USA
2018,Senior,Senior Small Hip Hop,Hip Hop,Small,No,2,0,1,1,Legendary Athletics North,Legendary Athletics – Senior Elite,USA
2018,Senior,Senior Small Hip Hop,Hip Hop,Small,No,3,0,1,1,Pittsburgh Poison,Pittsburgh Poison All Stars – Nyah,USA
2018,Senior,Senior Small Hip Hop,Hip Hop,Small,No,4,0,0,1,Xtreme Dance,Xtreme Dance,USA
2018,Senior,Senior Small Hip Hop,Hip Hop,Small,No,5,0,0,1,Strut Performing Arts,Strut Performing Arts – Senior Hip Hop,USA
2018,Senior,Senior Small Hip Hop,Hip Hop,Small,No,6,0,0,1,Dollhouse Dance Factory,Dollhouse Dance Factory – Bad And Boujee,USA
2018,Senior,Senior Small Hip Hop,Hip Hop,Small,No,7,0,0,1,Ultimate Allstars Main Location,Ultimate Allstars – Red Thunder,USA
2018,Senior,Senior Small Hip Hop,Hip Hop,Small,No,8,0,0,1,Dsf All Star,Dsf – Dsf Brilliants Sr,USA
2018,Senior,Senior Small Hip Hop,Hip Hop,Small,No,9,0,0,1,Imperial Athletics,Imperial Athletics – Stellar,USA
2018,Senior,Senior Small Hip Hop,Hip Hop,Small,No,10,0,0,1,Champion Legacy,Champion Legacy – Small Senior Hip Hop,USA
2018,Senior,Senior Small Jazz,Jazz,Small,No,1,1,1,1,Champion Legacy,Champion Legacy – Sr Jazz,USA
2018,Senior,Senior Small Jazz,Jazz,Small,No,2,0,1,1,The Vision Dance Center,The Vision Dance Center,USA
2018,Senior,Senior Small Jazz,Jazz,Small,No,3,0,1,1,Dance Mania,Dance Mania,USA
2018,Senior,Senior Small Jazz,Jazz,Small,No,4,0,0,1,Music City All Stars,Music City All Stars,USA
2018,Senior,Senior Small Jazz,Jazz,Small,No,5,0,0,1,South Coast Freestyle,South Coast Freestyle – Sweet Dreams,USA
2018,Senior,Senior Small Jazz,Jazz,Small,No,6,0,0,1,Star Steppers Dance,Star Steppers,USA
2018,Senior,Senior Small Jazz,Jazz,Small,No,7,0,0,1,Goddesses Dance Team - Goddesses,Goddesses Dance Team,USA
2018,Senior,Senior Small Jazz,Jazz,Small,No,8,0,0,1,Energizers Dance Team,Energizers,USA
2018,Senior,Senior Small Jazz,Jazz,Small,No,9,0,0,1,5678! Dance Studio,5678! Dance Studio – Senior All Stars,USA
2018,Senior,Senior Small Jazz,Jazz,Small,No,10,0,0,1,Nrg All Stars,Nrg Studios – Nrg All Stars,USA
2018,Senior,Senior Small Pom,Pom,Small,No,1,1,1,1,Cheer Factory,Cheers Factory – Inspire,USA
2018,Senior,Senior Small Pom,Pom,Small,No,2,0,1,1,Dance Mania,Dance Mania,USA
2018,Senior,Senior Small Pom,Pom,Small,No,3,0,1,1,Energizers Dance Team,Energizers,USA
2018,Senior,Senior Small Pom,Pom,Small,No,4,0,0,1,Strut Performing Arts,Strut Performing Arts – Senior Pom,USA
2018,Senior,Senior Small Pom,Pom,Small,No,5,0,0,1,South Coast Freestyle,South Coast Freestyle – Dazzler Dance Team,USA
2018,Senior,Senior Small Pom,Pom,Small,No,6,0,0,1,Foursis Dance Academy Dazzlers,Foursis Dance Academy – Dazzler Dance Team,USA
2018,Senior,Senior Small Pom,Pom,Small,No,7,0,0,1,5678! Dance Studio,5678! Dance Studio – Senior All Stars,USA
2018,Senior,Senior Small Pom,Pom,Small,No,8,0,0,1,Peak Athletics,Peak Athletics – Sabers,USA
2018,Senior,Senior Small Pom,Pom,Small,No,9,0,0,1,Xtreme Dance,Xtreme Dance,USA
2018,Senior,Senior Small Pom,Pom,Small,No,10,0,0,1,Star Performance Centre,Star Performance Centre – Senior Small Pom,USA
2019,Junior,Junior Dance,Junior Dance,Standard,No,1,1,1,1,C*Star,C-Star - Jd,Japan
2019,Junior,Junior Dance,Junior Dance,Standard,No,2,0,1,1,Spg Dance Project,Spg Dance Project - H Beat Beans,USA
2019,Junior,Junior Dance,Junior Dance,Standard,No,3,0,1,1,Dancer'S Edge Studio,Dancer'S Edge Studio - Junior Small Jazz,USA
2019,Junior,Junior Dance,Junior Dance,Standard,No,4,0,0,1,Dollhouse Dance Factory,Dollhouse Dance Factory - World Of Dance Juniors,USA
2019,Junior,Junior Dance,Junior Dance,Standard,No,5,0,0,1,Dancin Bluebonnets,Dancin' Bluebonnets - Junior Open,USA
2019,Junior,Junior Dance,Junior Dance,Standard,No,6,0,0,1,Mt. Eden Ballet Company,Mt Eden Ballet Academy - Jd,USA
2019,Junior,Junior Dance,Junior Dance,Standard,No,7,0,0,1,Academia De Baile,Academia De Baile Seven Dancers - Jd,Mexico
2019,Junior,Junior Dance,Junior Dance,Standard,No,8,0,0,1,Dancing Dream Center,Dancing Dream Center Mexico - Jd,Mexico
2019,Junior,Junior Dance,Junior Dance,Standard,No,9,0,0,1,Team Russia,Team Russia - Zvezdy,USA
2019,Junior,Junior Dance,Junior Dance,Standard,No,10,0,0,1,Reign Elite,Reign Elite - Lady Royals,USA
2019,Junior,Junior Dance,Junior Dance,Standard,No,11,0,0,0,Centro Artistico Yesenea Mendoza,Centro Artistico Yesenea Mendoza - Survivor,Ecuador
2019,Junior,Junior Dance,Junior Dance,Standard,No,12,0,0,0,Atico Ballet & Danza,Atico Ballet & Danza - Toxic,Ecuador
2019,Junior,Junior Dance,Junior Dance,Standard,No,13,0,0,0,The Architects Dance Company,The Architects Dance Company - Lightning,England
2019,Junior,Junior Dance,Junior Dance,Standard,No,14,0,0,0,Electric Girls,Electric Girls Dance - Jd,USA
2019,Junior,Junior Dance,Junior Dance,Standard,No,15,0,0,0,Dance24Seven,Dance24Seven - Sass24/7,USA
2019,Junior,Junior Dance,Junior Dance,Standard,No,16,0,0,0,Colegio Nueva York,Colegio Nueva York - Jd,Colombia
2019,Junior,Junior Dance,Junior Dance,Standard,No,17,0,0,0,The Brand Dance Company,The Brand Dance Company - Jd,USA
2019,Junior,Junior Dance,Junior Dance,Standard,No,18,0,0,0,Strike Force,Strike Force Cheer - Team Ireland,USA
2019,Junior,Junior Dance,Junior Dance,Standard,No,19,0,0,0,Academia Amitie,Academia Amitie - Jd,Columbia
2019,Junior,Junior Dance,Junior Dance,Standard,No,20,0,0,0,Rizhao Jinhaian Primary School,Rizhao Jinhaian Primary School - Jha,China
2019,Junior,Junior Dance,Junior Dance,Standard,No,21,0,0,0,Colegio Corazonista,Colegio Corazonista - Jd,Colombia
2019,Open,Open Coed Jazz,Jazz,Standard,Yes,1,1,1,1,Dance Factory,Dance Factory - Ocj,Mexico
2019,Open,Open Coed Jazz,Jazz,Standard,Yes,2,0,1,1,Dancin Bluebonnets,Dancin' Bluebonnets - Ocj,USA
2019,Open,Open Coed Jazz,Jazz,Standard,Yes,3,0,1,1,Strut Performing Arts,Strut Performing Arts - Ocj,USA
2019,Open,Open Coed Jazz,Jazz,Standard,Yes,4,0,0,1,5678! Dance Studio,5678! Dance Studio - Open All Stars,USA
2019,Open,Open Coed Jazz,Jazz,Standard,Yes,5,0,0,1,Xihua University,Xihua University - Ocj,China
2019,Open,Open Coed Jazz,Jazz,Standard,Yes,6,0,0,1,Rs Studio All Star,Rs Studio All Star - Ocj,USA
